ubigeo,index_baseline,tier_baseline,index_alternative,tier_alternative,tier_change,rank_baseline,rank_alternative,rank_shift,distrito,provincia,departamento
030107,53.90654559213016,Moderately served,57.427639046538026,Moderately served,False,714,643,71,PICHIRHUA,ABANCAY,APURIMAC
030108,52.676882330684826,Moderately served,49.425368898978434,Weakly served,True,746,1145,-399,SAN PEDRO DE CACHORA,ABANCAY,APURIMAC
030109,69.93000378357925,Best served,62.36520998864926,Best served,False,299,320,-21,TAMBURCO,ABANCAY,APURIMAC
030201,87.47635262958758,Best served,75.52497162315551,Best served,False,87,91,-4,ANDAHUAYLAS,ANDAHUAYLAS,APURIMAC
030202,67.50851305334847,Best served,60.54909194097617,Best served,False,376,439,-63,ANDARAPA,ANDAHUAYLAS,APURIMAC
030203,46.1596670450246,Weakly served,56.25,Moderately served,True,941,718,223,CHIARA,ANDAHUAYLAS,APURIMAC
030204,70.61104805145666,Best served,62.87599318955732,Best served,False,275,290,-15,HUANCARAMA,ANDAHUAYLAS,APURIMAC
030205,67.07340143776011,Best served,60.222758229284906,Moderately served,True,388,457,-69,HUANCARAY,ANDAHUAYLAS,APURIMAC
030206,40.332954975406736,Weakly served,56.448637911464246,Moderately served,True,1140,707,433,HUAYANA,ANDAHUAYLAS,APURIMAC
030207,62.72228528187665,Moderately served,56.959421112372304,Moderately served,False,498,674,-176,KISHUARA,ANDAHUAYLAS,APURIMAC
030208,57.28339008702232,Moderately served,58.42082860385925,Moderately served,False,630,577,53,PACOBAMBA,ANDAHUAYLAS,APURIMAC
030209,66.97881195611048,Best served,60.15181611804768,Moderately served,True,392,462,-70,PACUCHA,ANDAHUAYLAS,APURIMAC
030210,26.976920166477488,Underserved,46.431611804767314,Weakly served,True,1557,1290,267,PAMPACHIRI,ANDAHUAYLAS,APURIMAC
030211,30.53348467650397,Underserved,49.09903518728717,Weakly served,True,1461,1164,297,POMACOCHA,ANDAHUAYLAS,APURIMAC
030212,51.82557699583806,Moderately served,56.874290578887624,Moderately served,False,771,680,91,SAN ANTONIO DE CACHI,ANDAHUAYLAS,APURIMAC
030213,68.01929625425652,Best served,60.9321793416572,Best served,False,361,414,-53,SAN JERONIMO,ANDAHUAYLAS,APURIMAC
030214,47.35149451381007,Weakly served,61.712542565266745,Best served,True,907,362,545,SAN MIGUEL DE CHACCRAMPA,ANDAHUAYLAS,APURIMAC
030215,69.57056375331064,Best served,62.095629965947786,Best served,False,310,336,-26,SANTA MARIA DE CHICMO,ANDAHUAYLAS,APURIMAC
030216,69.51381006432084,Best served,62.05306469920545,Best served,False,313,339,-26,TALAVERA,ANDAHUAYLAS,APURIMAC
030217,35.91562618236852,Weakly served,47.722758229284906,Weakly served,False,1262,1230,32,TUMAY HUARACA,ANDAHUAYLAS,APURIMAC
030218,70.68671963677639,Best served,62.93274687854711,Best served,False,273,286,-13,TURPO,ANDAHUAYLAS,APURIMAC
030219,60.262958758986,Moderately served,55.11492622020432,Moderately served,False,555,791,-236,KAQUIBAMBA,ANDAHUAYLAS,APURIMAC
030301,28.755202421490733,Underserved,23.290295119182748,Underserved,False,1511,1520,-9,ANTABAMBA,ANTABAMBA,APURIMAC
030302,36.870979947029895,Weakly served,53.85215664018161,Moderately served,True,1225,870,355,EL ORO,ANTABAMBA,APURIMAC
030303,36.322360953461974,Weakly served,53.44069239500568,Weakly served,False,1242,895,347,HUAQUIRCA,ANTABAMBA,APURIMAC
030304,30.306469920544835,Underserved,26.156356413166858,Underserved,False,1474,1478,-4,JUAN ESPINOZA MEDRANO,ANTABAMBA,APURIMAC
030305,26.16345062429058,Underserved,45.82150964812713,Weakly served,True,1575,1317,258,OROPESA,ANTABAMBA,APURIMAC
030306,35.31971244797579,Weakly served,52.688706015891036,Weakly served,False,1278,945,333,PACHACONAS,ANTABAMBA,APURIMAC
030307,33.82519863791147,Underserved,51.5678206583428,Weakly served,True,1329,1013,316,SABAINO,ANTABAMBA,APURIMAC
030401,51.42830117290957,Moderately served,64.77014755959138,Best served,True,784,179,605,CHALHUANCA,AYMARAES,APURIMAC
030402,45.40295119182747,Weakly served,60.25113507377979,Moderately served,True,968,456,512,CAPAYA,AYMARAES,APURIMAC
030403,31.21452894438138,Underserved,26.127979568671964,Underserved,False,1431,1479,-48,CARAYBAMBA,AYMARAES,APURIMAC
030404,39.59515701853954,Weakly served,55.89528944381385,Moderately served,True,1157,741,416,CHAPIMARCA,AYMARAES,APURIMAC
030405,33.37116912599319,Underserved,51.22729852440409,Weakly served,True,1345,1033,312,COLCABAMBA,AYMARAES,APURIMAC
030406,27.033673855467274,Underserved,23.730136208853576,Underserved,False,1555,1510,45,COTARUSE,AYMARAES,APURIMAC
030407,43.05713204691638,Weakly served,58.49177071509648,Moderately served,True,1036,573,463,HUAYLLO,AYMARAES,APURIMAC
030408,39.74650018917896,Weakly served,56.00879682179342,Moderately served,True,1154,733,421,JUSTO APU SAHUARAURA,AYMARAES,APURIMAC
030409,51.995838062807415,Moderately served,60.70516458569807,Best served,True,763,430,333,LUCRE,AYMARAES,APURIMAC
030410,47.105561861521,Weakly served,61.52809307604994,Best served,True,913,374,539,POCOHUANCA,AYMARAES,APURIMAC
030411,32.954975406734775,Underserved,50.91515323496027,Weakly served,True,1354,1053,301,SAN JUAN DE CHACÑA,AYMARAES,APURIMAC
030412,30.646992054483544,Underserved,49.18416572077185,Weakly served,True,1452,1158,294,SAÑAYCA,AYMARAES,APURIMAC
030413,47.04880817253121,Weakly served,61.48552780930761,Best served,True,914,377,537,SORAYA,AYMARAES,APURIMAC
030414,39.197881195611046,Weakly served,55.59733257661748,Moderately served,True,1168,760,408,TAPAIRIHUA,AYMARAES,APURIMAC
030415,43.321982595535374,Weakly served,58.690408626560725,Moderately served,True,1027,560,467,TINTAY,AYMARAES,APURIMAC
030416,41.44911085887249,Weakly served,57.28575482406357,Moderately served,True,1091,654,437,TORAYA,AYMARAES,APURIMAC
030417,39.34922436625047,Weakly served,55.71083995459705,Moderately served,True,1166,754,412,YANACA,AYMARAES,APURIMAC
030501,79.05788876276958,Best served,69.211123723042,Best served,False,126,132,-6,TAMBOBAMBA,COTABAMBAS,APURIMAC
030502,46.566401816118045,Weakly served,52.17792281498298,Weakly served,False,928,977,-49,COTABAMBAS,COTABAMBAS,APURIMAC
030503,50.870223231176695,Moderately served,55.66827468785471,Moderately served,False,799,756,43,COYLLURQUI,COTABAMBAS,APURIMAC
030504,57.936057510404844,Moderately served,58.97417707150965,Moderately served,False,613,542,71,HAQUIRA,COTABAMBAS,APURIMAC
030505,62.684449489216796,Moderately served,56.93104426787741,Moderately served,False,499,676,-177,MARA,COTABAMBAS,APURIMAC
030506,56.933409004918644,Moderately served,60.53490351872872,Best served,True,640,440,200,CHALLHUAHUACHO,COTABAMBAS,APURIMAC
030601,83.76844494892168,Best served,72.74404086265608,Best served,False,106,113,-7,CHINCHEROS,CHINCHEROS,APURIMAC
030602,70.7623912220961,Best served,62.98950056753689,Best served,False,270,283,-13,ANCO-HUALLO,CHINCHEROS,APURIMAC
030603,64.87892546348846,Moderately served,58.57690124858116,Moderately served,False,452,567,-115,COCHARCAS,CHINCHEROS,APURIMAC
030605,64.86000756715853,Moderately served,58.56271282633371,Moderately served,False,453,568,-115,OCOBAMBA,CHINCHEROS,APURIMAC
030607,61.75747256905032,Moderately served,56.23581157775256,Moderately served,False,519,719,-200,URANMARCA,CHINCHEROS,APURIMAC
030608,70.25160802118805,Best served,62.606413166855845,Best served,False,288,306,-18,RANRACANCHA,CHINCHEROS,APURIMAC
030701,39.08437381763147,Weakly served,55.5122020431328,Moderately served,True,1169,765,404,CHUQUIBAMBILLA,GRAU,APURIMAC
030702,35.24404086265607,Weakly served,52.63195232690125,Weakly served,False,1281,948,333,CURPAHUASI,GRAU,APURIMAC
030703,43.49224366250472,Weakly served,58.81810442678774,Moderately served,True,1020,552,468,GAMARRA,GRAU,APURIMAC
030704,46.32992811199394,Weakly served,60.946367763904654,Best served,True,939,413,526,HUAYLLATI,GRAU,APURIMAC
030705,37.381763147937946,Weakly served,54.23524404086265,Moderately served,True,1212,845,367,MAMARA,GRAU,APURIMAC
030706,32.02799848656829,Underserved,50.21992054483542,Weakly served,True,1399,1098,301,MICAELA BASTIDAS,GRAU,APURIMAC
030707,35.77374195989405,Weakly served,53.02922814982974,Weakly served,False,1267,923,344,PATAYPAMPA,GRAU,APURIMAC
030708,48.04199772985244,Weakly served,56.377695800227016,Moderately served,True,885,711,174,PROGRESO,GRAU,APURIMAC
030709,46.15966704502459,Weakly served,60.81867196367764,Best served,True,942,422,520,SAN ANTONIO,GRAU,APURIMAC
030710,48.94059780552402,Moderately served,62.904370034052214,Best served,True,863,288,575,SANTA ROSA,GRAU,APURIMAC
030711,39.61407491486946,Weakly served,55.909477866061295,Moderately served,True,1156,740,416,TURPAY,GRAU,APURIMAC
030712,51.11615588346575,Moderately served,64.53603859250852,Best served,True,794,193,601,VILCABAMBA,GRAU,APURIMAC
030713,31.25236473704124,Underserved,49.63819523269012,Weakly served,True,1429,1132,297,VIRUNDO,GRAU,APURIMAC
030714,36.625047294740824,Weakly served,53.667707150964816,Moderately served,True,1231,881,350,CURASCO,GRAU,APURIMAC
040101,93.30306469920544,Best served,79.8950056753689,Best served,False,3,3,0,AREQUIPA,AREQUIPA,AREQUIPA
040102,73.29738933030646,Best served,64.89074914869467,Best served,False,169,171,-2,ALTO SELVA ALEGRE,AREQUIPA,AREQUIPA
040103,90.54105183503594,Best served,77.82349602724177,Best served,False,56,57,-1,CAYMA,AREQUIPA,AREQUIPA
040104,89.72758229284904,Best served,77.21339387060159,Best served,False,67,69,-2,CERRO COLORADO,AREQUIPA,AREQUIPA
040105,55.74158153613318,Moderately served,51.7238933030647,Weakly served,True,665,1003,-338,CHARACATO,AREQUIPA,AREQUIPA
040106,44.003026863412785,Weakly served,49.58144154370034,Weakly served,False,1008,1135,-127,CHIGUATA,AREQUIPA,AREQUIPA
040107,73.95951570185395,Best served,65.38734392735527,Best served,False,152,152,0,JACOBO HUNTER,AREQUIPA,AREQUIPA
040108,44.21112372304199,Weakly served,54.164301929625424,Moderately served,True,1002,850,152,LA JOYA,AREQUIPA,AREQUIPA
040109,89.08437381763147,Best served,76.73098751418843,Best served,False,73,76,-3,MARIANO MELGAR,AREQUIPA,AREQUIPA
040110,74.01626939084375,Best served,65.42990919409762,Best served,False,150,150,0,MIRAFLORES,AREQUIPA,AREQUIPA
040111,70.59213015512674,Best served,62.86180476730988,Best served,False,276,291,-15,MOLLEBAYA,AREQUIPA,AREQUIPA
040112,92.20582671206961,Best served,79.07207718501702,Best served,False,28,28,0,PAUCARPATA,AREQUIPA,AREQUIPA
040113,55.93076049943246,Moderately served,51.86577752553916,Weakly served,True,660,995,-335,POCSI,AREQUIPA,AREQUIPA
040114,33.919788119561105,Underserved,43.75,Underserved,False,1328,1367,-39,POLOBAYA,AREQUIPA,AREQUIPA
040115,65.21944759742716,Best served,58.832292849035184,Moderately served,True,440,551,-111,QUEQUEÑA,AREQUIPA,AREQUIPA
040116,64.93567915247824,Moderately served,58.619466515323495,Moderately served,False,450,564,-114,SABANDIA,AREQUIPA,AREQUIPA
040117,73.67574725690503,Best served,65.17451759364359,Best served,False,158,158,0,SACHACA,AREQUIPA,AREQUIPA
040118,64.84108967082861,Moderately served,58.548524404086265,Moderately served,False,454,569,-115,SAN JUAN DE SIGUAS,AREQUIPA,AREQUIPA
040119,26.79720015134317,Underserved,17.061577752553916,Underserved,False,1560,1665,-105,SAN JUAN DE TARUCANI,AREQUIPA,AREQUIPA
040120,59.33598183881952,Moderately served,54.419693530079456,Moderately served,False,581,833,-252,SANTA ISABEL DE SIGUAS,AREQUIPA,AREQUIPA
040121,48.231176693151724,Moderately served,46.09108967082861,Weakly served,True,878,1306,-428,SANTA RITA DE SIGUAS,AREQUIPA,AREQUIPA
040122,73.80817253121452,Best served,65.27383654937572,Best served,False,156,156,0,SOCABAYA,AREQUIPA,AREQUIPA
040123,71.44343548997352,Best served,63.50028376844495,Best served,False,241,250,-9,TIABAYA,AREQUIPA,AREQUIPA
040124,62.40068104426788,Moderately served,56.71821793416572,Moderately served,False,503,690,-187,UCHUMAYO,AREQUIPA,AREQUIPA
040125,22.55013242527431,Underserved,22.41061293984109,Underserved,False,1670,1535,135,VITOR   1/,AREQUIPA,AREQUIPA
040126,93.43548997351493,Best served,79.99432463110102,Best served,False,1,1,0,YANAHUARA,AREQUIPA,AREQUIPA
040127,44.40976163450624,Weakly served,43.22502837684449,Underserved,True,996,1377,-381,YARABAMBA,AREQUIPA,AREQUIPA
040128,32.794173287930384,Underserved,18.026390465380253,Underserved,False,1362,1649,-287,YURA,AREQUIPA,AREQUIPA
040129,74.31895573212259,Best served,65.65692395005675,Best served,False,146,146,0,JOSE LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA
040201,90.52213393870602,Best served,77.80930760499433,Best served,False,57,58,-1,CAMANA,CAMANA,AREQUIPA
040202,73.1838819523269,Best served,64.80561861521,Best served,False,176,177,-1,JOSE MARIA QUIMPER,CAMANA,AREQUIPA
040203,27.185017026106696,Underserved,21.162031782065835,Underserved,False,1550,1563,-13,MARIANO NICOLAS VALCARCEL,CAMANA,AREQUIPA
040204,40.834279228149825,Weakly served,18.480419977298524,Underserved,True,1125,1636,-511,MARISCAL CACERES,CAMANA,AREQUIPA
040205,44.48543321982596,Weakly served,25.574631101021566,Underserved,True,993,1485,-492,NICOLAS DE PIEROLA,CAMANA,AREQUIPA
040206,22.814982973893304,Underserved,17.88450624290579,Underserved,False,1663,1652,11,OCOÑA,CAMANA,AREQUIPA
040207,31.602345819144915,Underserved,16.0400113507378,Underserved,False,1413,1688,-275,QUILCA,CAMANA,AREQUIPA
040208,69.83541430192963,Best served,62.29426787741203,Best served,False,302,325,-23,SAMUEL PASTOR,CAMANA,AREQUIPA
040301,23.685206205069996,Underserved,43.96282633371169,Underserved,False,1642,1364,278,CARAVELI,CARAVELÍ,AREQUIPA
040302,34.7616345062429,Weakly served,14.606980703745743,Underserved,True,1298,1727,-429,ACARI,CARAVELÍ,AREQUIPA
040303,21.206961785849412,Underserved,13.840805902383655,Underserved,False,1710,1737,-27,ATICO,CARAVELÍ,AREQUIPA
040304,32.415815361331816,Underserved,24.11322360953462,Underserved,False,1380,1504,-124,ATIQUIPA,CARAVELÍ,AREQUIPA
040305,32.869844873250095,Underserved,15.912315550510785,Underserved,False,1356,1694,-338,BELLA UNION,CARAVELÍ,AREQUIPA
040306,22.96632614453273,Underserved,19.714812712826333,Underserved,False,1661,1597,64,CAHUACHO,CARAVELÍ,AREQUIPA
040307,31.290200529701096,Underserved,49.666572077185016,Weakly served,True,1427,1130,297,CHALA,CARAVELÍ,AREQUIPA
040308,21.812334468407112,Underserved,19.133087400681045,Underserved,False,1692,1619,73,CHAPARRA,CARAVELÍ,AREQUIPA
040309,21.906923950056754,Underserved,15.075198637911464,Underserved,False,1690,1714,-24,HUANUHUANU,CARAVELÍ,AREQUIPA
040310,44.95838062807416,Weakly served,43.636492622020434,Underserved,True,981,1369,-388,JAQUI,CARAVELÍ,AREQUIPA
040311,23.060915626182368,Underserved,14.791430192962542,Underserved,False,1658,1723,-65,LOMAS,CARAVELÍ,AREQUIPA
040312,21.45289443813848,Underserved,15.827185017026109,Underserved,False,1701,1695,6,QUICACHA,CARAVELÍ,AREQUIPA
040313,44.05032160423761,Weakly served,42.95544835414302,Underserved,True,1006,1381,-375,YAUCA,CARAVELÍ,AREQUIPA
040401,70.99886492622021,Best served,37.27298524404087,Underserved,True,259,1424,-1165,APLAO,CASTILLA,AREQUIPA
040402,26.125614831630724,Underserved,45.79313280363223,Weakly served,True,1577,1319,258,ANDAGUA,CASTILLA,AREQUIPA
040403,25.06621263715475,Underserved,44.998581157775256,Underserved,False,1606,1339,267,AYO,CASTILLA,AREQUIPA
040404,22.190692395005676,Underserved,15.699489216799092,Underserved,False,1680,1698,-18,CHACHAS,CASTILLA,AREQUIPA
040405,33.40900491865304,Underserved,51.25567536889898,Weakly served,True,1343,1031,312,CHILCAYMARCA,CASTILLA,AREQUIPA
040406,21.56640181611805,Underserved,13.188138479001136,Underserved,False,1699,1752,-53,CHOCO,CASTILLA,AREQUIPA
040407,43.426031025349985,Weakly served,20.395856980703748,Underserved,True,1021,1582,-561,HUANCARQUI,CASTILLA,AREQUIPA
040408,25.709421112372304,Underserved,15.756242905788877,Underserved,False,1590,1697,-107,MACHAGUAY,CASTILLA,AREQUIPA
040409,25.804010594021943,Underserved,20.736379114642453,Underserved,False,1586,1573,13,ORCOPAMPA,CASTILLA,AREQUIPA
040410,33.74952705259175,Underserved,21.601872871736663,Underserved,False,1332,1551,-219,PAMPACOLPA,CASTILLA,AREQUIPA
040411,45.384033295497545,Weakly served,30.327752553916007,Underserved,True,969,1446,-477,TIPAN,CASTILLA,AREQUIPA
040412,31.044267877412032,Underserved,14.649545970488084,Underserved,False,1437,1726,-289,UÑON,CASTILLA,AREQUIPA
040413,43.72871736662883,Weakly served,25.177355278093078,Underserved,True,1017,1489,-472,URACA,CASTILLA,AREQUIPA
040414,36.558834657586075,Weakly served,23.708853575482404,Underserved,True,1234,1512,-278,VIRACO,CASTILLA,AREQUIPA
040501,37.665531592886865,Weakly served,54.44807037457435,Moderately served,True,1203,831,372,CHIVAY,CAYLLOMA,AREQUIPA
040502,23.85546727203935,Underserved,15.217082860385926,Underserved,False,1638,1711,-73,ACHOMA,CAYLLOMA,AREQUIPA
040503,26.201286416950435,Underserved,23.417990919409764,Underserved,False,1574,1518,56,CABANACONDE,CAYLLOMA,AREQUIPA
040504,21.7366628830874,Underserved,13.42934165720772,Underserved,False,1695,1744,-49,CALLALLI,CAYLLOMA,AREQUIPA
040505,22.587968217934165,Underserved,16.735244040862657,Underserved,False,1669,1674,-5,CAYLLOMA,CAYLLOMA,AREQUIPA
040506,31.271282633371168,Underserved,49.65238365493757,Weakly served,True,1428,1131,297,COPARAQUE,CAYLLOMA,AREQUIPA
040507,21.8690881573969,Underserved,17.44466515323496,Underserved,False,1691,1660,31,HUAMBO,CAYLLOMA,AREQUIPA
040508,23.741959894059782,Underserved,18.948637911464246,Underserved,False,1640,1624,16,HUANCA,CAYLLOMA,AREQUIPA
040509,35.64131668558456,Weakly served,52.92990919409762,Weakly served,False,1271,931,340,ICHUPAMPA,CAYLLOMA,AREQUIPA
040510,23.53386303443057,Underserved,14.43671963677639,Underserved,False,1647,1730,-83,LARI,CAYLLOMA,AREQUIPA
040511,23.306848278471435,Underserved,19.856696935300796,Underserved,False,1654,1595,59,LLUTA,CAYLLOMA,AREQUIPA
040512,26.106696935300793,Underserved,19.175652667423382,Underserved,False,1578,1617,-39,MACA,CAYLLOMA,AREQUIPA
040513,28.43359818388195,Underserved,47.52412031782066,Weakly served,True,1521,1243,278,MADRIGAL,CAYLLOMA,AREQUIPA
040514,22.512296632614454,Underserved,16.53660612939841,Underserved,False,1672,1676,-4,SAN ANTONIO DE CHUCA,CAYLLOMA,AREQUIPA
040515,25.085130533484676,Underserved,21.332292849035188,Underserved,False,1605,1557,48,SIBAYO,CAYLLOMA,AREQUIPA
040516,26.712069617858493,Underserved,16.877128263337116,Underserved,False,1561,1670,-109,TAPAY,CAYLLOMA,AREQUIPA
040517,28.632236095346197,Underserved,18.45204313280363,Underserved,False,1515,1637,-122,TISCO,CAYLLOMA,AREQUIPA
040518,25.879682179341657,Underserved,24.48212258796822,Underserved,False,1584,1499,85,TUTI,CAYLLOMA,AREQUIPA
040519,21.377222852818768,Underserved,13.925936435868332,Underserved,False,1704,1736,-32,YANQUE,CAYLLOMA,AREQUIPA
040520,69.50435111615587,Best served,35.967650397275825,Underserved,True,314,1428,-1114,MAJES,CAYLLOMA,AREQUIPA
040601,30.69428679530836,Underserved,12.946935300794552,Underserved,False,1448,1756,-308,CHUQUIBAMBA,CONDESUYOS,AREQUIPA
